zipcode,city,state,lat,lng,population
24985,Wayside,WV,37.59989,-80.68948,217.0
24986,White Sulphur Springs,WV,37.91189,-80.19455,5082.0
24991,Williamsburg,WV,38.00702,-80.48972,426.0
24993,Wolfcreek,WV,37.66095,-80.63512,59.0
25002,Alloy,WV,38.13087,-81.25466,0.0
25003,Alum Creek,WV,38.25101,-81.77925,1734.0
25005,Amma,WV,38.58201,-81.26982,246.0
25007,Arnett,WV,37.8252,-81.42766,766.0
25008,Artie,WV,37.95044,-81.35766,180.0
25009,Ashford,WV,38.19237,-81.71301,740.0
25011,Bancroft,WV,38.51169,-81.8363,472.0
25015,Belle,WV,38.24293,-81.49226,3577.0
25019,Bickmore,WV,38.37663,-81.08955,586.0
25021,Bim,WV,37.91587,-81.68482,293.0
25022,Blair,WV,37.84157,-81.79241,39.0
25024,Bloomingrose,WV,38.15744,-81.6266,555.0
25025,Blount,WV,38.29378,-81.4018,141.0
25028,Bob White,WV,37.95598,-81.72535,234.0
25030,Bomont,WV,38.45028,-81.22599,440.0
25031,Boomer,WV,38.14615,-81.2801,622.0
25033,Buffalo,WV,38.61095,-81.92511,1903.0
25035,Cabin Creek,WV,38.16339,-81.52399,419.0
25036,Cannelton,WV,38.19168,-81.26438,257.0
25039,Cedar Grove,WV,38.24642,-81.36524,684.0
25040,Charlton Heights,WV,38.13673,-81.24385,583.0
25043,Clay,WV,38.44092,-80.98981,1446.0
25044,Clear Creek,WV,37.91139,-81.32118,275.0
25045,Clendenin,WV,38.45603,-81.32474,4230.0
25047,Clothier,WV,37.9219,-81.76027,197.0
25048,Colcord,WV,37.95442,-81.44656,237.0
25049,Comfort,WV,38.11954,-81.57315,435.0
25051,Costa,WV,38.15885,-81.70929,216.0
25053,Danville,WV,38.04725,-81.87633,3828.0
25054,Dawes,WV,38.12226,-81.45044,304.0
25057,Deep Water,WV,38.1078,-81.23783,75.0
25059,Dixie,WV,38.25422,-81.2153,374.0
25060,Dorothy,WV,37.97058,-81.47286,47.0
25061,Drybranch,WV,38.1751,-81.43342,520.0
25062,Dry Creek,WV,37.87549,-81.44411,183.0
25063,Duck,WV,38.57761,-80.92572,1581.0
25064,Dunbar,WV,38.37631,-81.74764,9182.0
25067,East Bank,WV,38.20963,-81.44018,776.0
25070,Eleanor,WV,38.54667,-81.93179,1932.0
25071,Elkview,WV,38.47732,-81.46756,11243.0
25075,Eskdale,WV,38.0526,-81.42915,891.0
25076,Ethel,WV,37.86889,-81.937,98.0
25081,Foster,WV,38.08235,-81.76875,1084.0
25082,Fraziers Bottom,WV,38.60861,-82.02879,1847.0
25083,Gallagher,WV,38.06809,-81.36118,381.0
25085,Gauley Bridge,WV,38.16762,-81.18867,620.0
25086,Glasgow,WV,38.21326,-81.41238,840.0
25088,Glen,WV,38.37963,-81.21551,148.0
25090,Glen Ferris,WV,38.15544,-81.21655,90.0
25093,Gordon,WV,37.9653,-81.64137,177.0
25102,Handley,WV,38.16735,-81.35192,413.0
25103,Hansford,WV,38.18207,-81.38225,190.0
25106,Henderson,WV,38.77598,-82.08237,324.0
25107,Hernshaw,WV,38.22427,-81.64493,375.0
25108,Hewett,WV,37.9655,-81.87289,607.0
25109,Hometown,WV,38.53097,-81.86062,699.0
25110,Hugheston,WV,38.21324,-81.3264,425.0
25111,Indore,WV,38.34841,-81.12591,211.0
25112,Institute,WV,38.38103,-81.76633,167.0
25113,Ivydale,WV,38.55741,-81.03338,522.0
25114,Jeffrey,WV,37.98199,-81.7986,261.0
25115,Kanawha Falls,WV,38.13065,-81.18997,41.0
25118,Kimberly,WV,38.11882,-81.32294,285.0
25119,Kincaid,WV,38.03362,-81.27494,424.0
25121,Lake,WV,37.91167,-81.87787,1049.0
25123,Leon,WV,38.73172,-81.90214,2827.0
25124,Liberty,WV,38.62006,-81.76536,1714.0
25125,Lizemores,WV,38.31554,-81.19074,1016.0
25126,London,WV,38.19058,-81.35382,141.0
25130,Madison,WV,38.02776,-81.7455,3347.0
25132,Mammoth,WV,38.29328,-81.33441,387.0
25133,Maysel,WV,38.47976,-81.11831,417.0
25134,Miami,WV,38.13596,-81.48553,508.0
25136,Montgomery,WV,38.15864,-81.31977,1749.0
25139,Mount Carbon,WV,38.11038,-81.2874,646.0
25140,Naoma,WV,37.86738,-81.49733,1295.0
25141,Nebo,WV,38.6305,-81.03592,300.0
25142,Nellis,WV,38.15001,-81.73066,322.0
25143,Nitro,WV,38.42001,-81.82414,9185.0
25148,Orgas,WV,38.03511,-81.53695,582.0
25149,Ottawa,WV,37.9558,-81.7745,126.0
25152,Page,WV,38.0411,-81.24004,548.0
25154,Peytona,WV,38.11572,-81.70249,1326.0
25156,Pinch,WV,38.41181,-81.48217,48.0
25159,Poca,WV,38.50186,-81.7806,4207.0
25160,Pond Gap,WV,38.29884,-81.27314,596.0
25161,Powellton,WV,38.06123,-81.3189,585.0
25162,Pratt,WV,38.20712,-81.38435,406.0
25164,Procious,WV,38.50406,-81.19373,697.0
25165,Racine,WV,38.14907,-81.65308,775.0
25168,Red House,WV,38.56394,-81.87733,2827.0
25169,Ridgeview,WV,38.12788,-81.76288,457.0
25173,Robson,WV,38.07519,-81.21898,27.0
25174,Rock Creek,WV,37.86115,-81.41376,305.0
25177,Saint Albans,WV,38.36928,-81.85021,23211.0
25180,Saxon,WV,37.78961,-81.43316,221.0
25181,Seth,WV,38.04962,-81.63476,1281.0
25183,Sharples,WV,37.9074,-81.79745,70.0
25185,Mount Olive,WV,38.22149,-81.23587,734.0
25186,Smithers,WV,38.17113,-81.29811,925.0
25187,Southside,WV,38.72617,-82.01878,739.0
25193,Sylvester,WV,38.01672,-81.55089,280.0
25201,Tad,WV,38.3489,-81.48645,46.0
25202,Tornado,WV,38.31593,-81.85372,1408.0
25203,Turtle Creek,WV,38.02125,-81.88162,197.0
25204,Twilight,WV,37.91546,-81.60914,160.0
25205,Uneeda,WV,38.01841,-81.78926,248.0
25206,Van,WV,37.9596,-81.69296,174.0
25208,Wharton,WV,37.84579,-81.64282,782.0
25209,Whitesville,WV,37.96271,-81.52861,529.0
25211,Widen,WV,38.46107,-80.87932,129.0
25213,Winfield,WV,38.50776,-81.91796,6274.0
25214,Winifrede,WV,38.18947,-81.55127,1042.0
25231,Advent,WV,38.60464,-81.591,0.0
25234,Arnoldsburg,WV,38.81291,-81.12343,624.0
25235,Chloe,WV,38.66939,-81.08874,1075.0
25239,Cottageville,WV,38.84616,-81.83941,1605.0
25241,Evans,WV,38.78427,-81.80801,1948.0
25243,Gandeeville,WV,38.67841,-81.48216,686.0
25244,Gay,WV,38.77068,-81.54237,838.0
25245,Given,WV,38.69916,-81.7393,626.0
25247,Hartford,WV,39.001,-81.98987,507.0
25248,Kenna,WV,38.64255,-81.61454,3546.0
25251,Left Hand,WV,38.62119,-81.23173,564.0
25252,Le Roy,WV,38.88345,-81.53679,1166.0
25253,Letart,WV,38.91947,-81.9669,2246.0
25259,Looneyville,WV,38.67465,-81.24836,821.0
25260,Mason,WV,39.01653,-82.02465,1494.0
25261,Millstone,WV,38.83027,-81.08886,176.0
25262,Millwood,WV,38.90751,-81.83219,1265.0
25264,Mount Alto,WV,38.85547,-81.89516,583.0
25265,New Haven,WV,38.98129,-81.97356,1616.0
25266,Newton,WV,38.60224,-81.1589,842.0
25267,Normantown,WV,38.85778,-80.94187,417.0
25268,Orma,WV,38.73969,-81.107,615.0
25270,Reedy,WV,38.88174,-81.43395,970.0
25271,Ripley,WV,38.78845,-81.68625,7974.0
25275,Sandyville,WV,38.92451,-81.61687,1900.0
25276,Spencer,WV,38.78803,-81.33203,7355.0
25285,Wallback,WV,38.54723,-81.1129,629.0
25286,Walton,WV,38.62098,-81.39728,1388.0
25287,West Columbia,WV,38.96158,-82.04834,1104.0
25301,Charleston,WV,38.35123,-81.62761,2454.0
25302,Charleston,WV,38.39053,-81.59879,13280.0
25303,South Charleston,WV,38.36033,-81.68679,6987.0
25304,Charleston,WV,38.30521,-81.59044,8480.0
25305,Charleston,WV,38.33682,-81.61313,0.0
25306,Charleston,WV,38.31071,-81.49087,6283.0
25309,South Charleston,WV,38.31177,-81.75715,12144.0
25311,Charleston,WV,38.36308,-81.55357,9613.0
25312,Charleston,WV,38.46156,-81.656,10089.0
25313,Charleston,WV,38.41547,-81.75704,11862.0
25314,Charleston,WV,38.29705,-81.65463,15742.0
25315,Charleston,WV,38.21032,-81.57992,3227.0
25320,Charleston,WV,38.54124,-81.62706,4362.0
25387,Charleston,WV,38.38523,-81.6642,5173.0
25401,Martinsburg,WV,39.45642,-77.97267,15661.0
25403,Martinsburg,WV,39.4842,-78.00725,15865.0
25404,Martinsburg,WV,39.48631,-77.89782,22809.0
25405,Martinsburg,WV,39.40892,-77.96235,14993.0
25411,Berkeley Springs,WV,39.55497,-78.22004,11929.0
25413,Bunker Hill,WV,39.31632,-78.053,8964.0
25414,Charles Town,WV,39.25273,-77.87055,20273.0
25419,Falling Waters,WV,39.58286,-77.88493,12850.0
25420,Gerrardstown,WV,39.38095,-78.11969,5086.0
25421,Glengary,WV,39.37821,-78.16384,33.0
25422,Great Cacapon,WV,39.55812,-78.35887,1720.0
25425,Harpers Ferry,WV,39.27613,-77.79184,13404.0
25427,Hedgesville,WV,39.52608,-78.09098,16410.0
25428,Inwood,WV,39.37407,-78.02729,13690.0
25430,Kearneysville,WV,39.34024,-77.93899,8215.0
25431,Levels,WV,39.48682,-78.57279,313.0
25432,Millville,WV,39.29562,-77.78663,113.0
25434,Paw Paw,WV,39.45797,-78.45038,3087.0
25437,Points,WV,39.4225,-78.57623,180.0
25438,Ranson,WV,39.31853,-77.86448,7356.0
25442,Shenandoah Junction,WV,39.37157,-77.83181,2918.0
25443,Shepherdstown,WV,39.43835,-77.81477,7298.0
25444,Slanesville,WV,39.43543,-78.52081,477.0
25446,Summit Point,WV,39.24013,-77.95705,1477.0
25501,Alkol,WV,38.16035,-81.95582,1230.0
25502,Apple Grove,WV,38.66501,-82.11024,627.0
25503,Ashton,WV,38.60835,-82.11666,654.0
25504,Barboursville,WV,38.37297,-82.26674,12197.0
25505,Big Creek,WV,38.01967,-82.03075,401.0
25506,Branchland,WV,38.20826,-82.18665,5690.0
25507,Ceredo,WV,38.39945,-82.55193,1180.0
25508,Chapmanville,WV,37.96388,-82.01394,8282.0
25510,Culloden,WV,38.38832,-82.06599,5407.0
25511,Dunlow,WV,38.03194,-82.35637,835.0
25512,East Lynn,WV,38.17784,-82.32056,1197.0
25514,Fort Gay,WV,38.08136,-82.51678,3841.0
25515,Gallipolis Ferry,WV,38.75731,-82.15262,2319.0
25517,Genoa,WV,38.10989,-82.45368,1328.0
25520,Glenwood,WV,38.55773,-82.17899,1164.0
25521,Griffithsville,WV,38.22915,-81.98641,1034.0
25523,Hamlin,WV,38.27934,-82.06754,2704.0
25524,Harts,WV,38.01309,-82.11712,2373.0
25526,Hurricane,WV,38.3984,-81.98279,22522.0
25529,Julian,WV,38.15573,-81.8245,1085.0
25530,Kenova,WV,38.35629,-82.56337,6642.0
25534,Kiahsville,WV,38.08065,-82.27781,62.0
25535,Lavalette,WV,38.30772,-82.43405,2420.0
25537,Lesage,WV,38.53399,-82.26926,1553.0
25540,Midkiff,WV,38.15709,-82.13914,320.0
25541,Milton,WV,38.45884,-82.12707,9360.0
25544,Myra,WV,38.23078,-82.11017,128.0
25545,Ona,WV,38.45847,-82.22456,5005.0
25547,Pecks Mill,WV,37.92627,-81.9537,374.0
25550,Point Pleasant,WV,38.86655,-82.0749,8925.0
25555,Prichard,WV,38.23525,-82.55913,2083.0
25557,Ranger,WV,38.09923,-82.16262,1402.0
25559,Salt Rock,WV,38.32753,-82.23181,1501.0
25560,Scott Depot,WV,38.44736,-81.89908,8292.0
25564,Sod,WV,38.26302,-81.88835,1566.0
25565,Spurlockville,WV,38.10998,-81.96631,877.0
25567,Sumerco,WV,38.21971,-81.87294,782.0
25570,Wayne,WV,38.23508,-82.41927,6075.0
25571,West Hamlin,WV,38.2947,-82.15632,1874.0
25573,Yawkey,WV,38.22725,-81.94549,418.0
25601,Logan,WV,37.86255,-82.0026,5007.0
25606,Accoville,WV,37.76641,-81.82878,817.0
25607,Amherstdale,WV,37.78125,-81.77081,727.0
25608,Baisden,WV,37.57512,-81.89165,960.0
25611,Bruno,WV,37.6832,-81.87068,1004.0
25612,Chauncey,WV,37.76396,-81.98064,251.0
25617,Davin,WV,37.74549,-81.80275,177.0
25621,Gilbert,WV,37.63149,-81.89643,1675.0
25624,Henlawson,WV,37.90393,-81.97162,408.0
25625,Holden,WV,37.82237,-82.09206,1300.0
25628,Kistler,WV,37.7657,-81.86237,498.0
25630,Lorado,WV,37.79821,-81.6816,423.0
25632,Lyburn,WV,37.76292,-81.9368,823.0
25634,Mallory,WV,37.73017,-81.82461,1372.0
25635,Man,WV,37.71937,-81.87261,1973.0
25637,Mount Gay,WV,37.85086,-82.02805,1234.0
25638,Omar,WV,37.74423,-82.05133,237.0
25639,Peach Creek,WV,37.88674,-81.95905,690.0
25644,Sarah Ann,WV,37.70191,-82.00107,603.0
25646,Stollings,WV,37.83187,-81.89349,1177.0
25647,Switzer,WV,37.786,-81.98738,179.0
25649,Verdunville,WV,37.87166,-82.08489,1338.0
25650,Verner,WV,37.68358,-81.78773,68.0
25651,Wharncliffe,WV,37.57142,-81.9662,485.0
25652,Whitman,WV,37.78702,-82.04865,1394.0
25653,Wilkinson,WV,37.8287,-81.9944,89.0
25654,Yolyn,WV,37.80302,-81.87401,205.0
25661,Williamson,WV,37.71062,-82.25377,4485.0
25666,Breeden,WV,37.9203,-82.29432,30.0
25667,Chattaroy,WV,37.70619,-82.2738,577.0
25669,Crum,WV,37.93186,-82.4519,867.0
25670,Delbarton,WV,37.7385,-82.15588,3312.0
25671,Dingess,WV,37.90411,-82.20283,1755.0
25672,Edgarton,WV,37.57017,-82.10044,390.0
25674,Kermit,WV,37.87114,-82.34672,2056.0
25676,Lenore,WV,37.82509,-82.22972,1343.0
25678,Matewan,WV,37.59564,-82.08187,1410.0
25685,Naugatuck,WV,37.79592,-82.31426,469.0
25688,North Matewan,WV,37.63952,-82.15832,320.0
25690,Ragland,WV,37.69124,-82.15505,842.0
25692,Red Jacket,WV,37.61804,-82.07375,1498.0
25696,Varney,WV,37.66116,-82.07154,1382.0
25699,Wilsondale,WV,37.96297,-82.31493,0.0
25701,Huntington,WV,38.36809,-82.41127,21860.0
25702,Huntington,WV,38.43825,-82.33344,7164.0
25703,Huntington,WV,38.42201,-82.41827,4963.0
25704,Huntington,WV,38.34969,-82.50693,14413.0
25705,Huntington,WV,38.40636,-82.36276,20668.0
25755,Huntington,WV,38.42359,-82.42796,1560.0
25801,Beckley,WV,37.83805,-81.27017,30869.0
25810,Allen Junction,WV,37.58355,-81.34953,0.0
25811,Amigo,WV,37.60835,-81.3065,51.0
25812,Ansted,WV,38.14048,-81.11512,1317.0
25813,Beaver,WV,37.78309,-81.10001,7429.0
25817,Bolt,WV,37.76393,-81.42191,53.0
25818,Bradley,WV,37.8608,-81.19252,310.0
25820,Camp Creek,WV,37.50812,-81.13549,495.0
25823,Coal City,WV,37.66626,-81.18231,419.0
25825,Cool Ridge,WV,37.64736,-81.08862,2482.0
25826,Corinne,WV,37.57291,-81.36565,660.0
25827,Crab Orchard,WV,37.73869,-81.25368,1851.0
25831,Danese,WV,37.95645,-80.94037,1234.0
25832,Daniels,WV,37.72637,-81.10494,4843.0
25836,Eccles,WV,37.78693,-81.27804,1153.0
25837,Edmond,WV,38.06041,-81.0383,409.0
25839,Fairdale,WV,37.78091,-81.38228,453.0
25840,Fayetteville,WV,38.04001,-81.11442,7917.0
25841,Flat Top,WV,37.55325,-81.09061,555.0
25843,Ghent,WV,37.62129,-81.14129,1301.0
25844,Glen Daniel,WV,37.81056,-81.37022,661.0
25845,Glen Fork,WV,37.70291,-81.51107,584.0
25846,Glen Jean,WV,37.92476,-81.16628,55.0
25848,Glen Rogers,WV,37.71427,-81.43117,115.0
25849,Glen White,WV,37.73175,-81.27799,200.0
25851,Harper,WV,37.80177,-81.26154,0.0
25853,Helen,WV,37.64616,-81.27827,49.0
25854,Hico,WV,38.12629,-80.97537,570.0
25855,Hilltop,WV,37.94052,-81.15296,368.0
25857,Josephine,WV,37.61443,-81.23288,25.0
25862,Lansing,WV,38.08448,-81.05192,267.0
25864,Layland,WV,37.87948,-81.01781,127.0
25865,Lester,WV,37.73076,-81.35212,1431.0
25866,Lochgelly,WV,38.00883,-81.15738,343.0
25868,Lookout,WV,38.07172,-80.96461,629.0
25870,Maben,WV,37.63931,-81.3813,58.0
25871,Mabscott,WV,37.76917,-81.21165,934.0
25873,MacArthur,WV,37.75136,-81.21515,617.0
25875,McGraws,WV,37.66907,-81.45956,913.0
25876,Saulsville,WV,37.63677,-81.44731,68.0
25878,Midway,WV,37.71303,-81.22464,968.0
25879,Minden,WV,37.98048,-81.10453,260.0
25880,Mount Hope,WV,37.87672,-81.20095,5552.0
25882,Mullens,WV,37.60359,-81.39892,2361.0
25901,Oak Hill,WV,37.93575,-81.11242,10225.0
25902,Odd,WV,37.56301,-81.21115,326.0
25904,Pax,WV,37.9128,-81.25213,411.0
25907,Prince,WV,37.8593,-81.07196,198.0
25908,Princewick,WV,37.66782,-81.24434,127.0
25909,Prosperity,WV,37.83687,-81.20192,1005.0
25911,Raleigh,WV,37.75232,-81.17848,115.0
25913,Ravencliff,WV,37.70781,-81.47301,132.0
25915,Rhodell,WV,37.61575,-81.28691,229.0
25916,Sabine,WV,37.67818,-81.49019,182.0
25917,Scarbro,WV,37.97944,-81.25021,1341.0
25918,Shady Spring,WV,37.74575,-81.00993,4659.0
25920,Slab Fork,WV,37.68646,-81.33661,331.0
25921,Sophia,WV,37.69181,-81.25882,2820.0
25922,Spanishburg,WV,37.47147,-81.09966,71.0
25928,Stephenson,WV,37.55481,-81.34126,207.0
25932,Surveyor,WV,37.75623,-81.30282,228.0
25936,Thurmond,WV,37.92917,-81.03105,5.0
25938,Victor,WV,38.15993,-81.03447,1650.0
25942,Winona,WV,38.02691,-80.98836,100.0
25943,Wyco,WV,37.59657,-81.34914,0.0
25951,Hinton,WV,37.65535,-80.87197,5286.0
25958,Charmco,WV,38.02156,-80.76077,619.0
25962,Rainelle,WV,37.97044,-80.8098,3345.0
25966,Green Sulphur Springs,WV,37.7975,-80.76729,67.0
25969,Jumping Branch,WV,37.61657,-81.00903,1635.0
25971,Lerona,WV,37.48001,-80.97821,1487.0
25972,Leslie,WV,38.03576,-80.7222,208.0
25976,Meadow Bridge,WV,37.84372,-80.86221,2314.0
25977,Meadow Creek,WV,37.80819,-80.90571,8.0
25978,Nimitz,WV,37.62861,-80.94138,560.0
25979,Pipestem,WV,37.5126,-80.91736,689.0
25981,Quinwood,WV,38.08321,-80.70274,881.0
25984,Rupert,WV,38.01409,-80.6026,1957.0
25985,Sandstone,WV,37.75752,-80.83044,381.0
25986,Spring Dale,WV,37.89395,-80.81741,237.0
25989,White Oak,WV,37.67864,-81.04594,441.0
26003,Wheeling,WV,40.0693,-80.6508,40445.0
26030,Beech Bottom,WV,40.21662,-80.65965,588.0
26031,Benwood,WV,40.00236,-80.71985,1556.0
26032,Bethany,WV,40.18646,-80.55024,1109.0
26033,Cameron,WV,39.8284,-80.57985,1806.0
26034,Chester,WV,40.59404,-80.55258,4555.0
26035,Colliers,WV,40.3482,-80.55522,2134.0
26036,Dallas,WV,39.98406,-80.54339,457.0
26037,Follansbee,WV,40.3344,-80.58494,5727.0
26038,Glen Dale,WV,39.96329,-80.72595,2926.0
26039,Glen Easton,WV,39.81641,-80.66969,383.0
26040,Mcmechen,WV,39.98389,-80.73104,1855.0
26041,Moundsville,WV,39.89764,-80.7107,15706.0
26047,New Cumberland,WV,40.53223,-80.5837,5404.0
26050,Newell,WV,40.60108,-80.62646,1504.0
26055,Proctor,WV,39.75338,-80.77396,1044.0
26056,New Manchester,WV,40.5211,-80.57022,258.0
26058,Short Creek,WV,40.18622,-80.66453,155.0
26059,Triadelphia,WV,40.07156,-80.59379,2863.0
26060,Valley Grove,WV,40.10465,-80.54649,1789.0
26062,Weirton,WV,40.42189,-80.56123,20721.0
26070,Wellsburg,WV,40.25008,-80.58037,7951.0
26074,West Liberty,WV,40.16889,-80.59813,1461.0
26075,Windsor Heights,WV,40.19748,-80.64567,569.0
26101,Parkersburg,WV,39.23394,-81.57483,28571.0
26104,Parkersburg,WV,39.27413,-81.47779,16729.0
26105,Vienna,WV,39.32949,-81.52267,12297.0
26133,Belleville,WV,39.11973,-81.66968,1247.0
26134,Belmont,WV,39.37686,-81.27544,750.0
26136,Big Bend,WV,38.96553,-81.11478,266.0
26137,Big Springs,WV,39.00647,-81.0385,1064.0
26138,Brohard,WV,39.02114,-81.18155,87.0
26141,Creston,WV,38.92925,-81.26059,523.0
26142,Davisville,WV,39.21488,-81.45431,2186.0
26143,Elizabeth,WV,39.06338,-81.3764,3326.0
26146,Friendly,WV,39.45053,-81.03601,1109.0
26147,Grantsville,WV,38.91368,-81.07629,1873.0
26148,Macfarlan,WV,39.07122,-81.18088,233.0
26149,Middlebourne,WV,39.47429,-80.88269,2330.0
26150,Mineral Wells,WV,39.1566,-81.53697,5928.0
26151,Mount Zion,WV,38.89493,-81.17503,343.0
26152,Munday,WV,38.98355,-81.19308,12.0
26155,New Martinsville,WV,39.6333,-80.76707,7715.0
26159,Paden City,WV,39.60724,-80.93216,2523.0
26160,Palestine,WV,38.98066,-81.41368,1187.0
26161,Petroleum,WV,39.16789,-81.2526,490.0
26162,Porters Falls,WV,39.57231,-80.76572,0.0
26164,Ravenswood,WV,38.99061,-81.71949,7342.0
26167,Reader,WV,39.53454,-80.71429,478.0
26169,Rockport,WV,39.07291,-81.57121,837.0
26170,Saint Marys,WV,39.36136,-81.17136,6153.0
26175,Sistersville,WV,39.53899,-80.96577,3168.0
26178,Smithville,WV,39.06001,-81.02888,272.0
26180,Walker,WV,39.20016,-81.36699,2181.0
26181,Washington,WV,39.20707,-81.6733,5708.0
26184,Waverly,WV,39.29739,-81.35086,2328.0
26187,Williamstown,WV,39.36711,-81.44894,6100.0
26201,Buckhannon,WV,39.00082,-80.20249,19020.0
26202,Fenwick,WV,38.22657,-80.62639,299.0
26203,Erbacon,WV,38.53136,-80.60149,503.0
26205,Craigsville,WV,38.32078,-80.64828,2257.0
26206,Cowen,WV,38.36992,-80.47848,2797.0
26208,Camden On Gauley,WV,38.34781,-80.57314,853.0
26209,Snowshoe,WV,38.39401,-80.04434,43.0
26210,Adrian,WV,38.90315,-80.27812,17.0
26215,Cleveland,WV,38.71931,-80.37915,122.0
26217,Diana,WV,38.60837,-80.45901,316.0
26218,French Creek,WV,38.84506,-80.26798,2880.0
26222,Hacker Valley,WV,38.66123,-80.37122,229.0
26224,Helvetia,WV,38.74485,-80.17474,202.0
26228,Kanawha Head,WV,38.75437,-80.37054,0.0
26230,Pickens,WV,38.6437,-80.18881,95.0
26234,Rock Cave,WV,38.76618,-80.30833,1053.0
26236,Selbyville,WV,38.71755,-80.23088,0.0
26237,Tallmansville,WV,38.84769,-80.15145,556.0
26238,Volga,WV,39.10178,-80.1584,1049.0
26241,Elkins,WV,38.9163,-79.79229,14221.0
26250,Belington,WV,39.02757,-79.96198,5743.0
26253,Beverly,WV,38.80772,-79.85654,2803.0
26254,Bowden,WV,38.91261,-79.65341,127.0
26257,Coalton,WV,38.9226,-80.01239,796.0
26259,Dailey,WV,38.82536,-79.91528,68.0
26260,Davis,WV,39.08923,-79.41147,1307.0
26261,Richwood,WV,38.18881,-80.50454,3115.0
26263,Dryfork,WV,38.95705,-79.43586,232.0
26264,Durbin,WV,38.58923,-79.82277,664.0
26266,Upperglade,WV,38.43411,-80.50219,433.0
26267,Ellamore,WV,38.92557,-80.08069,956.0
26268,Glady,WV,38.71457,-79.82276,37.0
26269,Hambleton,WV,39.11612,-79.61617,983.0
26270,Harman,WV,38.81229,-79.60034,742.0
26271,Hendricks,WV,39.049,-79.55194,313.0
26273,Huttonsville,WV,38.62993,-79.963,2130.0
26275,Junior,WV,38.98313,-79.94583,594.0
26276,Kerens,WV,39.03201,-79.75659,821.0
26278,Mabie,WV,38.82572,-80.02547,540.0
26280,Mill Creek,WV,38.71738,-80.03775,1384.0
26282,Monterville,WV,38.52022,-80.14619,197.0
26283,Montrose,WV,39.06436,-79.82088,1377.0
26285,Norton,WV,38.9102,-79.94945,275.0
26287,Parsons,WV,39.16657,-79.69057,2967.0
26288,Webster Springs,WV,38.49664,-80.3645,2958.0
26289,Red Creek,WV,38.98972,-79.51268,13.0
26291,Slatyfork,WV,38.44109,-80.08637,25.0
26292,Thomas,WV,39.15247,-79.52916,712.0
26293,Valley Bend,WV,38.7824,-79.9365,713.0
26294,Valley Head,WV,38.53443,-80.02309,335.0
26296,Whitmer,WV,38.75425,-79.56369,45.0
26298,Bergoo,WV,38.45054,-80.26552,29.0
26301,Clarksburg,WV,39.28629,-80.37735,29025.0
26320,Alma,WV,39.41514,-80.82614,705.0
26321,Alum Bridge,WV,39.05461,-80.68732,329.0
26323,Anmoore,WV,39.2623,-80.29057,423.0
26325,Auburn,WV,39.09749,-80.882,271.0
26327,Berea,WV,39.12283,-80.9406,30.0
26330,Bridgeport,WV,39.28837,-80.22109,15130.0
26335,Burnsville,WV,38.85364,-80.67683,1123.0
26337,Cairo,WV,39.23856,-81.16388,842.0
26338,Camden,WV,39.08503,-80.61941,592.0
26339,Center Point,WV,39.42231,-80.60998,174.0
26342,Coxs Mills,WV,39.0248,-80.84698,564.0
26343,Crawford,WV,38.82665,-80.39831,297.0
26346,Ellenboro,WV,39.29247,-81.06294,637.0
26347,Flemington,WV,39.26371,-80.1261,2345.0
26348,Folsom,WV,39.46035,-80.53474,281.0
26349,Galloway,WV,39.22757,-80.11098,239.0
26351,Glenville,WV,38.92846,-80.84479,4635.0
26354,Grafton,WV,39.34847,-80.02866,10101.0
26361,Gypsy,WV,39.36507,-80.31776,53.0
26362,Harrisville,WV,39.15457,-81.05705,2904.0
26366,Haywood,WV,39.38266,-80.33474,12.0
26369,Hepzibah,WV,39.33527,-80.33117,485.0
26372,Horner,WV,38.95859,-80.37155,774.0
26374,Independence,WV,39.44755,-79.88101,1858.0
26376,Ireland,WV,38.77565,-80.46864,494.0
26377,Jacksonburg,WV,39.49185,-80.64068,678.0
26378,Jane Lew,WV,39.12264,-80.44772,4639.0
26384,Linn,WV,38.97467,-80.7178,330.0
26385,Lost Creek,WV,39.15895,-80.3517,3021.0
26386,Lumberport,WV,39.39878,-80.40263,2529.0
26404,Meadowbrook,WV,39.34636,-80.30996,101.0
26405,Moatsville,WV,39.23093,-79.89076,956.0
26408,Mount Clare,WV,39.20313,-80.28973,2188.0
26410,Newburg,WV,39.4032,-79.82389,684.0
26411,New Milton,WV,39.18078,-80.70723,619.0
26412,Orlando,WV,38.89164,-80.59457,601.0
26415,Pennsboro,WV,39.29808,-80.93499,3450.0
26416,Philippi,WV,39.16349,-80.02245,7157.0
26419,Pine Grove,WV,39.58469,-80.631,673.0
26421,Pullman,WV,39.18412,-80.91607,175.0
26422,Reynoldsville,WV,39.29797,-80.43323,265.0
26424,Rosemont,WV,39.28117,-80.17272,196.0
26425,Rowlesburg,WV,39.3116,-79.68651,864.0
26426,Salem,WV,39.28758,-80.56313,7302.0
26430,Sand Fork,WV,38.88475,-80.7598,299.0
26431,Shinnston,WV,39.39144,-80.28085,5899.0
26435,Simpson,WV,39.26743,-80.08875,67.0
26436,Smithburg,WV,39.2965,-80.71683,180.0
26437,Smithfield,WV,39.53147,-80.5193,476.0
26438,Spelter,WV,39.34315,-80.31631,105.0
26440,Thornton,WV,39.32947,-79.90625,1364.0
26443,Troy,WV,39.06814,-80.7554,359.0
